Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L5414,Heritage Street,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,141,83,41.23,2,3.35,8,18462,192,60.99,234,53,4.2,38.17,15574,19278,24153,0.2264957264957265,0.4697307203405877,0.61965
L5415,Cultural Museum,Excellent food and local cultural activities,A perfect place for cultural tourism,Local tourism development scheme,700,18,59.39,7,2.53,0,14138,97,93.26,194,374,4.66,29.9,13540,97875,8614,1.0,0.8580566742015823,0.83081
L5416,Traditional Market,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Sustainable rural tourism policy,406,60,78.07,9,3.0,0,15287,8,60.32,133,355,4.82,28.96,22223,16615,8532,1.0,0.5549354696486263,0.76469
L5417,Folk Art Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Local tourism development scheme,781,57,58.17,18,3.51,8,5618,7,61.91,322,181,3.14,55.6,38454,45642,16847,0.562111801242236,0.5573859406239285,0.6105499999999999
L5418,Folk Art Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,660,89,76.73,12,3.0,3,6495,106,74.72,173,270,3.76,43.38,21119,46856,3738,1.0,0.6431075254803509,0.7546700000000001
L5419,Heritage Street,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Rural tourism promotion program,797,58,76.6,7,3.94,6,14385,163,89.9,300,362,3.25,43.49,39761,90815,28172,1.0,0.7800372254673482,0.7844
L5420,Temple,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Community-based tourism program,768,27,84.36,19,4.28,1,5914,92,56.2,439,389,3.55,16.69,30527,8882,40931,0.8861047835990888,0.4301970751952443,0.6908799999999999
L5421,Temple,Crowded during peak season but worth visiting,Great destination for heritage tourism,Community-based tourism program,193,19,45.47,16,4.64,9,17471,68,92.12,296,206,3.75,29.48,40602,94852,8025,0.6959459459459459,0.7701703639061501,0.7298900000000001
L5422,Traditional Market,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Rural tourism promotion program,248,94,71.74,8,4.12,0,18472,183,55.54,461,229,4.46,48.14,12520,15402,36059,0.4967462039045553,0.5021803256885682,0.7049799999999999
L5423,Historic Village,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Community-based tourism program,372,63,43.44,19,4.22,6,14584,45,84.85,318,158,4.79,38.35,7929,17608,20537,0.4968553459119497,0.5692456299612226,0.75712
L5424,Traditional Market,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,381,88,49.68,6,4.02,5,18037,137,55.17,298,17,3.97,33.02,22106,44851,10664,0.05704697986577181,0.49865596005161084,0.60792
L5425,Handicraft Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,313,24,57.9,2,4.96,2,18781,101,44.01,84,331,4.98,58.64,26297,95105,7395,1.0,0.8103549287350343,0.64854
L5426,Temple,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,266,20,78.91,2,3.15,9,3427,73,84.68,462,384,3.92,16.82,27546,13399,25000,0.8311688311688312,0.5139123262599432,0.8106500000000001
L5427,Cultural Museum,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Local tourism development scheme,750,49,93.56,8,3.17,3,3084,126,64.75,336,174,4.52,18.04,41742,90476,14846,0.5178571428571429,0.7058307261382033,0.81088
L5428,Handicraft Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Rural tourism promotion program,605,56,58.84,10,2.82,0,9930,138,61.49,349,382,2.85,38.16,26572,34218,36141,1.0,0.5253955618679923,0.59348
L5429,Folk Art Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Sustainable rural tourism policy,483,29,68.66,11,3.71,6,3999,115,63.64,108,117,2.52,30.26,2210,6600,48795,1.0,0.41847415887336337,0.61174
L5430,Folk Art Center,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,509,31,54.25,3,2.74,8,3466,7,73.64,105,325,2.57,34.03,38130,82473,27607,1.0,0.6742959689034697,0.61151
L5431,Fort,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,750,57,77.15,16,3.18,0,18264,67,54.45,258,158,4.73,37.39,29827,78748,6566,0.6124031007751938,0.6990189317380682,0.73305
L5432,Heritage Street,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Local tourism development scheme,552,91,60.16,3,3.71,1,11547,145,53.05,219,228,2.69,16.37,23154,27297,13344,1.0,0.44706320072215167,0.5540799999999999
L5433,Handicraft Center,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Cultural heritage conservation initiative,518,25,66.49,8,4.89,1,14812,127,66.59,124,258,4.03,23.51,13212,80789,4752,1.0,0.7123629077606297,0.70763
L5434,Heritage Street,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Rural tourism promotion program,755,14,71.23,19,4.91,5,7595,121,41.96,83,283,3.94,36.86,20617,97305,15604,1.0,0.7281863150261555,0.6179300000000001
L5435,Traditional Market,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Rural tourism promotion program,415,74,77.74,12,4.36,4,6036,2,75.36,436,377,4.45,19.68,38560,91871,13443,0.8646788990825688,0.7648787807953432,0.80166
L5436,Handicraft Center,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,288,92,43.3,18,3.47,5,9631,107,85.26,392,326,3.28,51.98,45392,47530,21719,0.8316326530612245,0.6382732154956623,0.6677400000000001
L5437,Traditional Market,Very authentic rural tourism experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,673,83,70.52,13,4.66,0,19430,142,80.01,223,206,3.38,49.17,35815,35144,28016,0.9237668161434978,0.6006058269848776,0.7344
L5438,Fort,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,630,30,63.71,11,4.69,5,3194,187,65.81,195,171,3.38,38.41,2166,44157,10804,0.8769230769230769,0.5784261324455059,0.65717
L5439,Temple,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,610,70,47.36,13,4.78,5,16965,127,71.1,58,347,2.92,34.75,3967,85110,28750,1.0,0.695708630562418,0.60168
L5440,Folk Art Center,Crowded during peak season but worth visiting,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,712,86,51.44,3,4.1,6,7513,119,41.44,159,108,3.02,56.48,35727,35223,29769,0.6792452830188679,0.49221572345286846,0.50128
L5441,Fort,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Community-based tourism program,445,64,88.61,6,3.0,1,1893,199,90.18,479,99,2.99,47.62,6048,21956,14706,0.20668058455114824,0.4878398936405038,0.80595
L5442,Folk Art Center,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Community-based tourism program,444,33,87.95,3,2.73,5,8400,54,70.69,158,166,2.86,11.91,17321,58613,7310,1.0,0.5781209339461287,0.71821
L5443,Temple,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,676,32,41.83,1,4.79,8,18043,69,57.4,67,357,4.43,21.17,4141,7551,5932,1.0,0.4907127581292071,0.6208899999999999
L5444,Traditional Market,Historic place with good guides and storytelling,Great destination for heritage tourism,Local tourism development scheme,124,96,77.92,14,2.64,8,1123,120,56.15,155,207,4.02,13.65,22441,14062,20727,1.0,0.4759698609207934,0.69956
L5445,Temple,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Community-based tourism program,147,20,70.48,7,3.24,1,17631,99,76.28,326,99,3.92,59.73,22456,91373,35435,0.30368098159509205,0.7426996752406962,0.75176
L5446,Folk Art Center,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Sustainable rural tourism policy,432,56,91.69,9,3.72,4,2405,31,72.14,411,323,4.19,31.11,36782,28060,38916,0.7858880778588808,0.5632314892990059,0.8150299999999999
L5447,Folk Art Center,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Cultural heritage conservation initiative,672,11,89.94,1,2.55,6,8103,5,50.33,120,219,3.36,16.71,12287,71519,20274,1.0,0.6083270664339511,0.6727400000000001
L5448,Heritage Street,Historic place with good guides and storytelling,Great destination for heritage tourism,Community-based tourism program,419,79,71.88,10,4.77,4,18513,143,62.55,260,170,4.33,27.91,47801,10145,28945,0.6538461538461539,0.47929100807708075,0.72564
L5449,Cultural Museum,Very authentic rural tourism experience,Great destination for heritage tourism,Local tourism development scheme,334,62,47.64,13,3.22,2,12121,193,77.19,227,105,3.18,59.0,1695,24630,43341,0.46255506607929514,0.522041026767163,0.6424799999999999
L5450,Fort,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Rural tourism promotion program,305,20,65.29,12,2.57,0,3527,15,56.37,403,227,4.54,17.15,39727,55989,3264,0.5632754342431762,0.5897948239032182,0.69375
L5451,Handicraft Center,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,358,24,79.88,4,4.98,6,17337,13,68.01,229,223,4.04,27.85,40211,81134,22717,0.9737991266375546,0.7206280378200384,0.75408
L5452,Folk Art Center,Excellent food and local cultural activities,Loved the traditional village lifestyle,Local tourism development scheme,678,82,92.35,7,3.28,7,17852,61,54.02,127,299,4.55,23.79,1444,90416,41675,1.0,0.7425299740445493,0.76613
L5453,Fort,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Local tourism development scheme,225,21,60.01,10,4.69,5,7509,145,43.94,360,128,2.64,49.51,2817,13427,3376,0.35555555555555557,0.36999001634232076,0.51419
L5454,Heritage Street,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Local tourism development scheme,277,45,83.16,7,3.63,6,7901,7,61.35,87,128,4.61,11.28,5416,42723,32470,1.0,0.5983159211434401,0.7714799999999999
L5455,Temple,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,396,32,77.58,15,4.16,8,12018,132,80.26,389,58,2.75,57.34,19176,40091,32486,0.14910025706940874,0.5192382883420943,0.71878
L5456,Heritage Street,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Local tourism development scheme,667,36,44.31,19,3.1,1,6021,87,51.76,90,21,4.17,53.43,28771,27396,14203,0.23333333333333334,0.4977035964385854,0.59017
L5457,Historic Village,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Rural tourism promotion program,391,97,70.69,7,3.76,4,19302,40,81.5,117,263,3.07,28.22,28881,38382,7181,1.0,0.5740001857390051,0.72227
L5458,Historic Village,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Community-based tourism program,288,23,50.09,14,3.14,2,9530,110,76.82,128,159,2.62,55.06,4330,64860,15137,1.0,0.6618508703827805,0.61475
L5459,Handicraft Center,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Cultural heritage conservation initiative,661,63,77.6,14,4.88,1,4697,58,67.91,183,161,3.15,31.29,47275,8313,49059,0.8797814207650273,0.45317738036654365,0.69344
L5460,Heritage Street,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Local tourism development scheme,737,36,73.55,18,2.65,2,15429,8,93.43,376,321,3.51,24.6,43711,21273,48983,0.8537234042553191,0.548464745230541,0.8049700000000001
L5461,Traditional Market,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,399,30,93.52,10,3.19,3,4833,41,88.59,305,162,2.86,30.35,43061,63256,18477,0.5311475409836065,0.6086276137488873,0.8065199999999999
L5462,Handicraft Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Community-based tourism program,504,58,91.45,3,4.73,1,5450,17,70.97,109,138,2.75,51.25,49599,60594,45276,1.0,0.63813518223827,0.72323
L5463,Traditional Market,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,490,71,40.52,6,3.7,1,11244,45,70.68,415,211,4.98,38.06,30597,9677,20149,0.5084337349397591,0.527330471284512,0.70308
L5464,Handicraft Center,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,637,86,44.4,9,4.0,7,17629,122,55.28,94,383,2.7,20.86,2638,37162,20067,1.0,0.48835941697756524,0.51632
L5465,Historic Village,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Sustainable rural tourism policy,564,81,82.3,14,4.13,2,16097,175,90.61,48,171,2.98,13.48,34312,26735,44057,1.0,0.5306618465877835,0.78814
L5466,Handicraft Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Local tourism development scheme,130,53,77.71,8,2.68,2,8036,27,89.28,22,398,3.13,40.33,8792,8511,24892,1.0,0.5210933630562418,0.77805
L5467,Historic Village,Very authentic rural tourism experience,Loved the traditional village lifestyle,Cultural heritage conservation initiative,410,53,84.05,1,2.54,3,9635,36,80.81,337,282,3.29,50.92,25596,85484,15953,0.8367952522255193,0.7426853914544607,0.77279
L5468,Folk Art Center,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Local tourism development scheme,337,70,54.67,3,4.84,4,9478,73,47.03,30,138,2.83,52.78,47398,66765,25084,1.0,0.6150670707848648,0.52193
L5469,Temple,Excellent food and local cultural activities,A perfect place for cultural tourism,Rural tourism promotion program,57,51,86.71,6,3.18,2,12800,19,78.7,92,15,4.6,51.15,24483,75627,46122,0.16304347826086957,0.7073580028436406,0.85093
L5470,Traditional Market,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Sustainable rural tourism policy,136,32,64.33,1,3.45,5,17229,165,53.92,237,340,4.81,35.67,5831,87767,9724,1.0,0.765201304824013,0.69727
L5471,Heritage Street,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Rural tourism promotion program,335,82,54.4,18,4.21,9,7839,168,50.38,137,48,3.87,28.89,43740,29359,44301,0.35036496350364965,0.46072699640537657,0.59692
L5472,Folk Art Center,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Local tourism development scheme,448,10,40.58,10,3.09,2,10040,111,81.76,206,157,3.92,58.77,41542,67104,32643,0.7621359223300971,0.7252428766327337,0.6839799999999999
L5473,Folk Art Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Community-based tourism program,123,45,87.93,17,4.33,7,1334,123,92.79,275,349,4.98,56.12,15016,5910,46467,1.0,0.6364937240820573,0.9337500000000001
L5474,Handicraft Center,Crowded during peak season but worth visiting,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,488,64,69.44,1,3.65,3,18270,189,45.99,91,222,4.71,47.6,5914,51055,22908,1.0,0.6520771714059952,0.67488
L5475,Historic Village,Crowded during peak season but worth visiting,Great destination for heritage tourism,Community-based tourism program,172,25,93.65,8,4.64,4,18258,147,49.02,232,127,3.52,31.5,30472,43729,40667,0.5474137931034483,0.5072459343669067,0.6882300000000001
L5476,Fort,Excellent food and local cultural activities,Loved the traditional village lifestyle,Cultural heritage conservation initiative,426,98,79.31,12,3.2,2,3566,150,52.06,91,161,4.4,58.67,3017,45446,8654,1.0,0.6484916369937687,0.71017
L5477,Traditional Market,Very authentic rural tourism experience,A perfect place for cultural tourism,Sustainable rural tourism policy,192,27,44.42,19,3.01,4,12878,49,92.96,317,50,3.16,28.7,1490,32866,37999,0.15772870662460567,0.5013615805915456,0.6947
L5478,Folk Art Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Rural tourism promotion program,207,47,72.35,14,4.58,6,2330,132,78.3,409,128,2.63,44.22,4691,42008,2823,0.31295843520782396,0.5117763141196081,0.6880499999999999
L5479,Handicraft Center,Excellent food and local cultural activities,Loved the traditional village lifestyle,Community-based tourism program,479,76,40.94,19,3.32,2,11392,187,77.31,330,99,2.56,24.72,36786,94685,32311,0.3,0.6338146640794567,0.5856600000000001
L5480,Cultural Museum,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,497,29,70.68,17,3.53,2,2773,72,67.78,485,332,3.85,51.78,27599,23445,32693,0.6845360824742268,0.5445333816998477,0.71416
L5481,Temple,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,459,28,59.26,16,4.48,0,4753,42,69.57,281,303,3.75,53.01,41819,13816,27760,1.0,0.5476117059082407,0.68106
L5482,Temple,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Cultural heritage conservation initiative,420,22,75.38,19,4.09,1,5506,125,55.96,296,242,2.88,35.46,24907,11890,29479,0.8175675675675675,0.42654424903013416,0.62278
L5483,Fort,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Rural tourism promotion program,158,26,69.79,5,3.6,3,2444,104,48.5,447,47,4.63,38.11,4060,9507,44550,0.10514541387024609,0.4247065320550649,0.68117
L5484,Historic Village,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Sustainable rural tourism policy,756,87,54.37,19,3.12,8,15646,35,82.92,267,293,3.96,57.43,47561,10880,32970,1.0,0.5826318558397263,0.73239
L5485,Handicraft Center,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Cultural heritage conservation initiative,85,39,48.93,4,4.41,2,7630,100,65.89,392,260,3.45,17.11,18544,34685,48082,0.6632653061224489,0.5003483867520343,0.61735
L5486,Traditional Market,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Local tourism development scheme,139,95,62.26,5,2.95,9,1567,2,54.08,451,275,3.76,33.57,25862,84943,32806,0.6097560975609756,0.662373135086417,0.6286999999999999
L5487,Historic Village,Very authentic rural tourism experience,Great destination for heritage tourism,Sustainable rural tourism policy,464,52,94.28,5,4.82,4,5764,188,74.8,106,161,2.74,36.42,2692,99087,44422,1.0,0.7385534379219635,0.74644
L5488,Temple,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,345,57,63.96,1,2.88,8,6807,181,51.52,439,327,4.75,50.82,27761,92836,9825,0.744874715261959,0.7698239704909785,0.68296
L5489,Historic Village,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,762,52,81.18,18,4.51,3,1045,35,66.88,229,113,3.23,48.89,14448,53424,23513,0.49344978165938863,0.5782456423554186,0.70486
L5490,Temple,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Sustainable rural tourism policy,95,75,43.13,15,3.56,3,12044,111,50.46,400,189,2.94,40.1,32020,94280,31004,0.4725,0.638219408875864,0.50763
L5491,Historic Village,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Local tourism development scheme,537,62,60.84,19,2.97,5,10730,44,81.78,238,377,3.56,17.78,33514,78580,6562,1.0,0.7040195157983176,0.7232400000000001
L5492,Fort,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Rural tourism promotion program,668,81,71.92,14,3.51,6,18144,99,57.64,448,80,3.2,30.31,15576,44989,48879,0.17857142857142858,0.4735974918804377,0.63832
L5493,Heritage Street,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Local tourism development scheme,219,87,81.32,6,3.05,5,14526,156,64.29,150,224,3.27,14.56,19001,12368,40732,1.0,0.45103179347663014,0.69732
L5494,Fort,Very authentic rural tourism experience,Loved the traditional village lifestyle,Local tourism development scheme,195,43,69.06,18,2.84,3,7220,153,81.52,462,224,4.56,17.52,36194,96911,26302,0.48484848484848486,0.7565989152388667,0.80686
L5495,Fort,Historic place with good guides and storytelling,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,469,86,68.34,8,3.1,6,7128,135,76.28,269,360,3.87,21.33,21122,46347,27605,1.0,0.617125204742996,0.74234
L5496,Heritage Street,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Community-based tourism program,739,83,82.01,5,4.67,9,18896,72,61.98,287,379,4.83,26.68,1415,10844,44553,1.0,0.5380188331549626,0.78375
L5497,Heritage Street,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Community-based tourism program,622,81,57.23,8,2.76,2,6350,149,43.91,103,261,4.88,32.01,42223,34560,35235,1.0,0.5835367773732484,0.64013
L5498,Folk Art Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,52,80,44.98,6,4.93,2,15385,68,90.69,38,59,4.98,46.03,37812,37616,30777,1.0,0.7122967030576421,0.7965
L5499,Folk Art Center,Crowded during peak season but worth visiting,Great destination for heritage tourism,Local tourism development scheme,643,22,59.09,10,2.51,6,1660,171,40.44,42,248,2.83,11.16,3705,15943,41891,1.0,0.3869590461997019,0.50883
L5500,Handicraft Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,312,99,48.74,3,4.15,5,7250,168,80.4,399,228,4.74,53.6,21121,99448,11143,0.5714285714285714,0.8337495225425912,0.7522200000000001
L5501,Traditional Market,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Sustainable rural tourism policy,370,65,93.13,13,4.64,1,18081,163,92.0,408,334,3.24,59.6,45756,23472,33879,0.8186274509803921,0.5876935355640371,0.84179
L5502,Traditional Market,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,656,68,71.76,7,4.83,0,8966,157,56.87,70,364,4.07,58.21,10453,16816,25225,1.0,0.5550135963052241,0.68696
L5503,Handicraft Center,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Cultural heritage conservation initiative,625,41,64.56,4,2.86,5,15833,48,44.15,422,186,4.69,31.25,48576,65901,6296,0.44075829383886256,0.6114953557344198,0.6516799999999999
L5504,Fort,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Sustainable rural tourism policy,295,92,90.16,13,4.25,8,10222,108,53.72,287,26,2.73,29.97,7892,91230,31627,0.09059233449477352,0.5717017204217415,0.64916
L5505,Fort,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Community-based tourism program,638,88,89.52,6,2.77,2,18208,118,57.24,111,384,2.88,36.12,14690,96763,31434,1.0,0.7030099734944338,0.67032
L5506,Temple,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Sustainable rural tourism policy,526,63,62.86,16,3.38,8,1978,16,64.82,204,240,4.33,43.23,44779,36930,43236,1.0,0.6217982707868652,0.70766
L5507,Temple,Historic place with good guides and storytelling,A perfect place for cultural tourism,Rural tourism promotion program,308,11,88.11,1,4.33,5,6461,157,68.89,440,95,3.37,23.88,4872,91401,17879,0.2159090909090909,0.6379515038158013,0.74209
L5508,Traditional Market,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,142,46,43.52,13,3.36,3,13599,123,79.89,309,383,4.14,42.75,17349,54346,25095,1.0,0.693977245171486,0.69852
L5509,Handicraft Center,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,582,92,88.71,2,3.28,9,12988,3,89.55,269,318,2.79,25.46,16941,82578,41202,1.0,0.7045760350673641,0.79173
L5510,Cultural Museum,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Community-based tourism program,623,42,57.08,19,2.79,9,2724,162,65.56,99,399,4.93,43.03,34166,26755,22116,1.0,0.62244685919043,0.7292799999999999
L5511,Folk Art Center,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Local tourism development scheme,388,10,71.08,6,2.67,9,7220,83,81.05,338,359,3.75,42.63,13750,65531,22969,1.0,0.7101792932015724,0.76244
L5512,Cultural Museum,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Sustainable rural tourism policy,309,37,54.83,11,2.79,1,14253,144,47.0,392,203,4.68,10.04,34958,33872,29673,0.5178571428571429,0.49648305812792115,0.6332899999999999
L5513,Handicraft Center,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Local tourism development scheme,286,26,94.16,17,4.69,8,3331,134,58.08,151,142,4.19,53.56,47238,32871,17409,0.9403973509933775,0.5986734481790844,0.7662
L5514,Temple,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Rural tourism promotion program,190,66,43.95,9,2.53,4,17031,102,46.49,457,395,4.88,19.63,12848,45009,41685,0.8643326039387309,0.5879136220198146,0.61061
L5515,Traditional Market,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Sustainable rural tourism policy,728,79,64.58,5,4.23,4,15817,116,78.05,386,199,3.93,59.64,30563,70008,22100,0.5155440414507773,0.7036825184490816,0.7417400000000001
L5516,Traditional Market,Very authentic rural tourism experience,A perfect place for cultural tourism,Rural tourism promotion program,529,61,74.15,5,4.42,1,4829,61,89.92,253,108,3.27,37.5,20743,91013,11625,0.4268774703557312,0.7153740972691222,0.7783300000000001
L5517,Temple,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Rural tourism promotion program,628,53,73.86,16,3.92,4,7751,57,88.9,329,398,4.03,29.33,43815,93235,9066,1.0,0.8030587503875813,0.81898
L5518,Cultural Museum,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Rural tourism promotion program,399,93,80.63,4,4.33,5,3115,171,57.95,25,90,4.99,14.59,31373,57221,34567,1.0,0.6589840568019284,0.7730899999999999
L5519,Historic Village,Historic place with good guides and storytelling,Great destination for heritage tourism,Sustainable rural tourism policy,619,56,79.84,13,4.13,1,3125,57,52.88,410,200,4.54,44.05,11708,11583,42638,0.4878048780487805,0.48237178662763086,0.7234400000000001
L5520,Historic Village,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,773,22,83.62,17,3.64,0,4217,180,55.07,309,232,3.64,27.99,27274,43076,36769,0.7508090614886731,0.5384610497290192,0.68954
L5521,Temple,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Community-based tourism program,179,85,52.89,9,3.46,5,9266,105,55.8,87,252,4.54,58.15,15670,49683,14918,1.0,0.6749053068644415,0.6542699999999999
L5522,Historic Village,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Cultural heritage conservation initiative,586,39,60.38,13,4.85,8,9705,71,44.52,418,339,4.26,52.86,43803,5520,8587,0.8110047846889952,0.4789939567993489,0.6148199999999999
L5523,Heritage Street,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Local tourism development scheme,60,94,61.01,16,4.93,8,8836,136,47.33,32,341,4.85,16.22,46674,35666,29556,1.0,0.568510474299603,0.6633499999999999
L5524,Handicraft Center,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Local tourism development scheme,306,75,92.57,10,4.13,8,14398,5,51.8,220,127,3.41,32.88,39491,21620,28804,0.5772727272727273,0.4460208961881995,0.6895099999999998
L5525,Handicraft Center,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Rural tourism promotion program,418,62,62.51,10,2.99,4,14888,18,40.45,312,27,2.6,32.21,36167,9972,4592,0.08653846153846154,0.2977911298334189,0.5053300000000001
L5526,Temple,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Sustainable rural tourism policy,443,27,52.2,16,3.62,9,14353,85,42.6,484,124,2.72,45.44,1957,8212,49207,0.256198347107438,0.3396210093574196,0.49019999999999997
L5527,Fort,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,642,37,74.78,1,3.74,0,5229,110,78.42,441,214,4.42,23.65,4785,39443,46929,0.4852607709750567,0.5801949314069107,0.80322
